,orthography,phonology,Class,gender,gender_numeric
45289,Verbilligung,fErbIlIgUN,N,v.,2.0
45290,verbimsen,fErbImz@n,V,,
45291,verbinden,fErbInd@n,V,,
45292,verbindlich,fErbIntlIx,A,,
45293,Verbindlichkeit,fErbIntlIxkWt,N,v.,2.0
45294,Verbindung,fErbIndUN,N,v.,2.0
45295,Verbindungsgraben,fErbIndUNsgrab@n,N,m.,1.0
45296,Verbindungslinie,fErbIndUNslini@,N,v.,2.0
45297,Verbindungsmann,fErbIndUNsm&n,N,m.,1.0
45298,Verbindungsstueck,fErbIndUNsStYk,N,o.,3.0
45299,Verbindungstuer,fErbIndUNstyr,N,v.,2.0
45300,Verbiss,fErbIs,N,m.,1.0
45301,Verbissenheit,fErbIs@nhWt,N,v.,2.0
45302,verbitten,fErbIt@n,V,,
45303,verbittern,fErbIt@rn,V,,
45304,Verbitterung,fErbIt@rUN,N,v.,2.0
45305,verblasen,fErblaz@n,V,,
45306,verblassen,fErbl&s@n,V,,
45307,verblaettern,fErblEt@rn,V,,
45308,verbleien,fErblW@n,V,,
45309,verbleiben,fErblWb@n,V,,
45310,Verbleib,fErblWp,N,m.,1.0
45311,verbleichen,fErblWx@n,V,,
45312,verblenden,fErblEnd@n,V,,
45313,Verblendung,fErblEndUN,N,v.,2.0
45314,verbleuen,fErblX@n,V,,
45315,verbloeden,fErbl|d@n,V,,
45316,Verbloedung,fErbl|dUN,N,v.,2.0
45317,verblueffen,fErblYf@n,V,,
45318,Verblueffung,fErblYfUN,N,v.,2.0
45319,verbluehen,fErbly@n,V,,
45320,verbluemt,fErblYmt,A,,
45321,verbluten,fErblut@n,V,,
45322,Verblutung,fErblutUN,N,v.,2.0
45323,verbocken,fErbOk@n,V,,
45324,verbogen,fErbog@n,A,,
45325,verbohrt,fErbort,A,,
45326,Verbohrtheit,fErborthWt,N,v.,2.0
45327,verborgen,fErbOrg@n,V,,
45328,Verborgenheit,fErbOrg@nhWt,N,v.,2.0
45329,verboesern,fErb|z@rn,V,,
45330,Verbot,fErbot,N,o.,3.0
45331,verboten,fErbot@n,A,,
45332,verbotenerweise,fErbot@n@rvWz@,ADV,,
45333,Verbotsschild,fErbo=SIlt,N,o.,3.0
45334,Verbotstafel,fErbo=taf@l,N,v.,2.0
45335,verbotswidrig,fErbo=vidrIx,A,,
45336,Verbotszeit,fErbo==Wt,N,v.,2.0
45337,verbraemen,fErbr)m@n,V,,
45338,Verbraemung,fErbr)mUN,N,v.,2.0
45339,verbraten,fErbrat@n,V,,
45340,verbrauchen,fErbrBx@n,V,,
45341,Verbrauch,fErbrBx,N,m.,1.0
45342,Verbraucher,fErbrBx@r,N,m.,1.0
45343,Verbrauchergenossenschaft,fErbrBx@rg@nOs@nS&ft,N,v.,2.0
45344,Verbrauchslenkung,fErbrBxslENkUN,N,v.,2.0
45345,Verbrauchssteuer,fErbrBxsStX@r,N,v.,2.0
45346,verbrechen,fErbrEx@n,V,,
45347,Verbrechen,fErbrEx@n,N,o.,3.0
45348,Verbrechensbekaempfung,fErbrEx@nsb@kEm+UN,N,v.,2.0
45349,Verbrecher,fErbrEx@r,N,m.,1.0
45350,Verbrecheralbum,fErbrEx@r&lbUm,N,o.,3.0
45351,Verbrecherin,fErbrEx@rIn,N,v.,2.0
45352,verbrecherisch,fErbrEx@rIS,A,,
45353,verbreiten,fErbrWt@n,V,,
45354,verbreitern,fErbrWt@rn,V,,
45355,Verbreiter,fErbrWt@r,N,m.,1.0
45356,Verbreiterung,fErbrWt@rUN,N,v.,2.0
45357,verbreitet,fErbrWt@t,A,,
45358,Verbreitung,fErbrWtUN,N,v.,2.0
45359,verbrennen,fErbrEn@n,V,,
45360,verbrennbar,fErbrEnbar,A,,
45361,Verbrennung,fErbrEnUN,N,v.,2.0
45362,Verbrennungsmotor,fErbrEnUNsmotOr,N,m.,1.0
45363,verbringen,fErbrIN@n,V,,
45364,verbruedern,fErbryd@rn,V,,
45365,Verbruederung,fErbryd@rUN,N,v.,2.0
45366,verbruehen,fErbry@n,V,,
45367,Verbruehung,fErbryUN,N,v.,2.0
45368,verbuchen,fErbux@n,V,,
45369,Verbuchung,fErbuxUN,N,v.,2.0
45370,verbuddeln,fErbUd@ln,V,,
45371,Verbum,vErbUm,N,o.,3.0
45372,verbummeln,fErbUm@ln,V,,
45373,verbuenden,fErbYnd@n,V,,
45374,Verbund,fErbUnt,N,m.,1.0
45375,Verbundenheit,fErbUnd@nhWt,N,v.,2.0
45376,Verbuendete,fErbYnd@t@,N,v.,21.0
45377,verbuergen,fErbYrg@n,V,,
45378,verbuergerlichen,fErbYrg@rlIx@n,V,,
45379,verbuessen,fErbys@n,V,,
45380,verchromen,fErkrom@n,V,,
45381,Verchromung,fErkromUN,N,v.,2.0
45382,Verdacht,fErd&xt,N,m.,1.0
45383,verdaechtig,fErdExtIx,A,,
45384,verdaechtigen,fErdExtIg@n,V,,
45385,Verdaechtigung,fErdExtIgUN,N,v.,2.0
45386,Verdachtsgrund,fErd&x=grUnt,N,m.,1.0
45387,Verdachtsmoment,fErd&x=momEnt,N,o.,3.0
45388,verdammen,fErd&m@n,V,,
45389,verdammenswert,fErd&m@nsvert,A,,
45390,verdammt,fErd&mt,A,,
45391,Verdammung,fErd&mUN,N,v.,2.0
45392,verdampfen,fErd&m+@n,V,,
45393,Verdampfung,fErd&m+UN,N,v.,2.0
45394,verdanken,fErd&Nk@n,V,,
45395,verdauen,fErdB@n,V,,
45396,verdaulich,fErdBlIx,A,,
45397,Verdaulichkeit,fErdBlIxkWt,N,v.,2.0
45398,Verdauung,fErdBUN,N,v.,2.0
45399,Verdauungsapparat,fErdBUNs&p&rat,N,m.,1.0
45400,Verdauungsstoerung,fErdBUNsSt|rUN,N,v.,2.0
45401,verdecken,fErdEk@n,V,,
45402,Verdeck,fErdEk,N,o.,3.0
45403,verdenken,fErdENk@n,V,,
45404,verderben,fErdErb@n,V,,
45405,Verderb,fErdErp,N,m.,1.0
45406,Verderben,fErdErb@n,N,o.,3.0
45407,verderbenbringend,fErdErb@nbrIN@nt,A,,
45408,verderblich,fErdErplIx,A,,
45409,Verderblichkeit,fErdErplIxkWt,N,v.,2.0
45410,verdeutlichen,fErdXtlIx@n,V,,
45411,Verdeutlichung,fErdXtlIxUN,N,v.,2.0
45412,verdeutschen,fErdXtS@n,V,,
45413,Verdeutschung,fErdXtSUN,N,v.,2.0
45414,verdichten,fErdIxt@n,V,,
45415,Verdichter,fErdIxt@r,N,m.,1.0
45416,Verdichtung,fErdIxtUN,N,v.,2.0
45417,verdicken,fErdIk@n,V,,
45418,Verdickung,fErdIkUN,N,v.,2.0
45419,verdienen,fErdin@n,V,,
45420,Verdiener,fErdin@r,N,m.,1.0
45421,Verdienst,fErdinst,N,m.,1.0
45422,Verdienst,fErdinst,N,o.,3.0
45423,Verdienstausfall,fErdinstBsf&l,N,m.,1.0
45424,verdienstlich,fErdinstlIx,A,,
45425,verdienstvoll,fErdinstfOl,A,,
45426,verdient,fErdint,A,,
45427,verdientermassen,fErdint@rmas@n,ADV,,
45428,verdieseln,fErdiz@ln,V,,
45429,Verdikt,fErdIkt,N,o.,3.0
45430,verdingen,fErdIN@n,V,,
45431,verdinglichen,fErdINlIx@n,V,,
45432,Verdinglichung,fErdINlIxUN,N,v.,2.0
45433,verdolmetschen,fErdOlmEtS@n,V,,
45434,Verdolmetschung,fErdOlmEtSUN,N,v.,2.0
45435,verdoppeln,fErdOp@ln,V,,
45436,Verdoppelung,fErdOp@lUN,N,v.,2.0
45437,Verdopplung,fErdOplUN,N,v.,2.0
45438,Verdorbenheit,fErdOrb@nhWt,N,v.,2.0
45439,verdoesen,fErd|z@n,V,,
45440,verdraengen,fErdrEN@n,V,,
45441,Verdraengung,fErdrENUN,N,v.,2.0
45442,verdrehen,fErdre@n,V,,
45443,verdreht,fErdret,A,,
45444,Verdrehtheit,fErdrethWt,N,v.,2.0
45445,Verdrehung,fErdreUN,N,v.,2.0
45446,verdreschen,fErdrES@n,V,,
45447,verdriessen,fErdris@n,V,,
45448,verdriesslich,fErdrislIx,A,,
45449,Verdriesslichkeit,fErdrislIxkWt,N,v.,2.0
45450,verdrillen,fErdrIl@n,V,,
45451,verdrossen,fErdrOs@n,A,,
45452,Verdrossenheit,fErdrOs@nhWt,N,v.,2.0
45453,verdruecken,fErdrYk@n,V,,
45454,Verdruss,fErdrUs,N,m.,1.0
45455,verduften,fErdUft@n,V,,
45456,verdummen,fErdUm@n,V,,
45457,Verdummung,fErdUmUN,N,v.,2.0
45458,verdumpfen,fErdUm+@n,V,,
45459,verdunkeln,fErdUNk@ln,V,,
45460,Verdunkelung,fErdUNk@lUN,N,v.,2.0
45461,Verdunklung,fErdUNklUN,N,v.,2.0
45462,verduennen,fErdYn@n,V,,
45463,verduennisieren,fErdYnizir@n,V,,
45464,Verduennung,fErdYnUN,N,v.,2.0
45465,verdunsten,fErdUnst@n,V,,
45466,verduensten,fErdYnst@n,V,,
45467,Verdunstung,fErdUnstUN,N,v.,2.0
45468,Verdunstungsmesser,fErdUnstUNsmEs@r,N,m.,1.0
45469,verdursten,fErdUrst@n,V,,
45470,verebben,fErEb@n,V,,
45471,veredeln,fEred@ln,V,,
45472,Veredelung,fEred@lUN,N,v.,2.0
45473,Veredlung,fEredlUN,N,v.,2.0
45474,verehelichen,fEre@lIx@n,V,,
45475,verehren,fErer@n,V,,
45476,Verehrer,fErer@r,N,m.,1.0
45477,Verehrerin,fErer@rIn,N,v.,2.0
45478,Verehrung,fErerUN,N,v.,2.0
45479,verehrungsvoll,fErerUNsfOl,A,,
45480,verehrungswuerdig,fErerUNsvYrdIx,A,,
45481,vereidigen,fErWdIg@n,V,,
45482,Vereidigung,fErWdIgUN,N,v.,2.0
45483,vereinen,fErWn@n,V,,
45484,Verein,fErWn,N,m.,1.0
45485,vereinbar,fErWnbar,A,,
45486,vereinbaren,fErWnbar@n,V,,
45487,Vereinbarung,fErWnbarUN,N,v.,2.0
45488,vereinbarungsgemaess,fErWnbarUNsg@m)s,A,,
45489,vereinfachen,fErWnf&x@n,V,,
45490,Vereinfachung,fErWnf&xUN,N,v.,2.0
45491,vereinheitlichen,fErWnhWtlIx@n,V,,
45492,Vereinheitlichung,fErWnhWtlIxUN,N,v.,2.0
45493,vereinigen,fErWnIg@n,V,,
45494,Vereinigung,fErWnIgUN,N,v.,2.0
45495,vereinnahmen,fErWnnam@n,V,,
45496,Vereinnahmung,fErWnnamUN,N,v.,2.0
45497,vereinsamen,fErWnzam@n,V,,
45498,Vereinsamung,fErWnzamUN,N,v.,2.0
45499,Vereinshaus,fErWnshBs,N,o.,3.0
45500,vereint,fErWnt,A,,
45501,vereinzeln,fErWn=@ln,V,,
45502,vereinzelt,fErWn=@lt,A,,
45503,vereisen,fErWz@n,V,,
45504,Vereisung,fErWzUN,N,v.,2.0
45505,vereiteln,fErWt@ln,V,,
45506,Vereitelung,fErWt@lUN,N,v.,2.0
45507,verelenden,fErelEnd@n,V,,
45508,Verelendung,fErelEndUN,N,v.,2.0
45509,verenden,fErEnd@n,V,,
45510,Verendung,fErEndUN,N,v.,2.0
45511,verengen,fErEN@n,V,,
45512,verengern,fErEng@rn,V,,
45513,Verengerung,fErEng@rUN,N,v.,2.0
45514,Verengung,fErENUN,N,v.,2.0
45515,vererben,fErErb@n,V,,
45516,vererblich,fErErplIx,A,,
45517,Vererbung,fErErbUN,N,v.,2.0
45518,Vererbungslehre,fErErbUNsler@,N,v.,2.0
45519,verewigen,fErevIg@n,V,,
45520,Verewigung,fErevIgUN,N,v.,2.0
45521,verfahren,fErfar@n,V,,
45522,Verfahren,fErfar@n,N,o.,3.0
45523,Verfahrensablauf,fErfar@ns&plBf,N,m.,1.0
45524,Verfahrensrecht,fErfar@nsrExt,N,o.,3.0
45525,verfahrensrechtlich,fErfar@nsrExtlIx,A,,
45526,Verfahrenstechnik,fErfar@nstExnIk,N,v.,2.0
45527,Verfahrensweise,fErfar@nsvWz@,N,v.,2.0
45528,verfallen,fErf&l@n,V,,
45529,Verfall,fErf&l,N,m.,1.0
45530,Verfallserscheinung,fErf&lsErSWnUN,N,v.,2.0
45531,verfaelschen,fErfElS@n,V,,
45532,Verfaelschung,fErfElSUN,N,v.,2.0
45533,verfangen,fErf&N@n,V,,
45534,verfaenglich,fErfENlIx,A,,
45535,Verfaenglichkeit,fErfENlIxkWt,N,v.,2.0
45536,verfaerben,fErfErb@n,V,,
45537,Verfaerbung,fErfErbUN,N,v.,2.0
45538,verfassen,fErf&s@n,V,,
45539,Verfasser,fErf&s@r,N,m.,1.0
45540,Verfassung,fErf&sUN,N,v.,2.0
45541,verfassungsaendernd,fErf&sUNsEnd@rnt,A,,
45542,Verfassungsaenderung,fErf&sUNsEnd@rUN,N,v.,2.0
45543,verfassungsgemaess,fErf&sUNsg@m)s,A,,
45544,Verfassungsgericht,fErf&sUNsg@rIxt,N,o.,3.0
45545,Verfassungsschutz,fErf&sUNsSU=,N,m.,1.0
45546,verfassungstreu,fErf&sUNstrX,A,,
45547,verfassungswidrig,fErf&sUNsvidrIx,A,,
45548,verfaulen,fErfBl@n,V,,
45549,verfechten,fErfExt@n,V,,
45550,Verfechter,fErfExt@r,N,m.,1.0
45551,Verfechtung,fErfExtUN,N,v.,2.0
45552,verfehlen,fErfel@n,V,,
45553,Verfehlung,fErfelUN,N,v.,2.0
45554,verfeinden,fErfWnd@n,V,,
45555,verfeinern,fErfWn@rn,V,,
45556,verfemen,fErfem@n,V,,
45557,Verfemung,fErfemUN,N,v.,2.0
45558,verfestigen,fErfEstIg@n,V,,
45559,verfetten,fErfEt@n,V,,
45560,verfilmen,fErfIlm@n,V,,
45561,Verfilmung,fErfIlmUN,N,v.,2.0
45562,verfilzen,fErfIl=@n,V,,
45563,verfinstern,fErfInst@rn,V,,
45564,Verfinsterung,fErfInst@rUN,N,v.,2.0
45565,verflachen,fErfl&x@n,V,,
45566,Verflachung,fErfl&xUN,N,v.,2.0
45567,verflechten,fErflExt@n,V,,
45568,Verflechtung,fErflExtUN,N,v.,2.0
45569,verfliegen,fErflig@n,V,,
45570,verfliessen,fErflis@n,V,,
45571,verflixt,fErflIkst,A,,
45572,Verflochtenheit,fErflOxt@nhWt,N,v.,2.0
45573,verflossen,fErflOs@n,A,,
45574,verfluchen,fErflux@n,V,,
45575,verfluechtigen,fErflYxtIg@n,V,,
45576,Verfluechtigung,fErflYxtIgUN,N,v.,2.0
45577,Verfluchung,fErfluxUN,N,v.,2.0
45578,verfluessigen,fErflYsIg@n,V,,
45579,Verfluessigung,fErflYsIgUN,N,v.,2.0
45580,verfolgen,fErfOlg@n,V,,
45581,Verfolg,fErfOlk,N,m.,1.0
45582,Verfolger,fErfOlg@r,N,m.,1.0
45583,Verfolgung,fErfOlgUN,N,v.,2.0
45584,Verfolgungswahn,fErfOlgUNsvan,N,m.,1.0
45585,verfrachten,fErfr&xt@n,V,,
45586,Verfrachter,fErfr&xt@r,N,m.,1.0
45587,Verfrachtung,fErfr&xtUN,N,v.,2.0
45588,verfremden,fErfrEmd@n,V,,
45589,verfressen,fErfrEs@n,V,,
45590,Verfressenheit,fErfrEs@nhWt,N,v.,2.0
45591,verfroren,fErfror@n,A,,
45592,verfrueht,fErfryt,A,,
45593,verfugen,fErfug@n,V,,
45594,verfuegen,fErfyg@n,V,,
45595,verfuegbar,fErfykbar,A,,
45596,Verfuegbarkeit,fErfykbarkWt,N,v.,2.0
45597,Verfuegung,fErfygUN,N,v.,2.0
45598,Verfuegungsrecht,fErfygUNsrExt,N,o.,3.0
45599,verfuehren,fErfyr@n,V,,
45600,Verfuehrer,fErfyr@r,N,m.,1.0
45601,verfuehrerisch,fErfyr@rIS,A,,
45602,Verfuehrung,fErfyrUN,N,v.,2.0
45603,Verfuehrungskunst,fErfyrUNskUnst,N,v.,2.0
45604,verfuettern,fErfYt@rn,V,,
45605,vergaben,fErgab@n,V,,
45606,Vergabung,fErgabUN,N,v.,2.0
45607,vergaffen,fErg&f@n,V,,
45608,vergaellen,fErgEl@n,V,,
45609,Vergaellung,fErgElUN,N,v.,2.0
45610,vergammeln,fErg&m@ln,V,,
45611,Vergangenheit,fErg&N@nhWt,N,v.,2.0
45612,vergaenglich,fErgENlIx,A,,
45613,Vergaenglichkeit,fErgENlIxkWt,N,v.,2.0
45614,vergaeren,fErg)r@n,V,,
45615,vergasen,fErgaz@n,V,,
45616,Vergaser,fErgaz@r,N,m.,1.0
45617,Vergasung,fErgazUN,N,v.,2.0
45618,vergeben,fErgeb@n,V,,
45619,vergebens,fErgebEns,ADV,,
45620,vergeblich,fErgeplIx,A,,
45621,Vergeblichkeit,fErgeplIxkWt,N,v.,2.0
45622,Vergebung,fErgebUN,N,v.,2.0
45623,vergegenstaendlichen,fErgeg@nStEntlIx@n,V,,
45624,Vergegenstaendlichung,fErgeg@nStEntlIxUN,N,v.,2.0
45625,vergegenwaertigen,fErgeg@nvErtIg@n,V,,
45626,Vergegenwaertigung,fErgeg@nvErtIgUN,N,v.,2.0
45627,vergehen,fErge@n,V,,
45628,Vergehen,fErge@n,N,o.,3.0
45629,vergeistigen,fErgWstIg@n,V,,
45630,Vergeistigung,fErgWstIgUN,N,v.,2.0
45631,vergelten,fErgElt@n,V,,
45632,Vergeltung,fErgEltUN,N,v.,2.0
45633,vergesellschaften,fErg@zElS&ft@n,V,,
45634,vergessen,fErgEs@n,V,,
45635,Vergessenheit,fErgEs@nhWt,N,v.,2.0
45636,vergesslich,fErgEslIx,A,,
45637,Vergesslichkeit,fErgEslIxkWt,N,v.,2.0
45638,vergeuden,fErgXd@n,V,,
45639,vergeuderisch,fErgXd@rIS,A,,
45640,Vergeudung,fErgXdUN,N,v.,2.0
45641,vergewaltigen,fErg@vEltIg@n,V,,
45642,Vergewaltigung,fErg@vEltIgUN,N,v.,2.0
45643,vergewissern,fErg@vIs@rn,V,,
45644,vergiessen,fErgis@n,V,,
45645,vergiften,fErgIft@n,V,,
45646,Vergiftung,fErgIftUN,N,v.,2.0
45647,Vergiftungserscheinung,fErgIftUNsErSWnUN,N,v.,2.0
45648,vergilben,fErgIlb@n,V,,
45649,vergipsen,fErgIps@n,V,,
45650,Vergissmeinnicht,fErgIsmWnnIxt,N,o.,3.0
45651,vergittern,fErgIt@rn,V,,
45652,verglasen,fErglaz@n,V,,
45653,Verglasung,fErglazUN,N,v.,2.0
45654,vergleichen,fErglWx@n,V,,
45655,Vergleich,fErglWx,N,m.,1.0
45656,vergleichbar,fErglWxbar,A,,
45657,Vergleichbarkeit,fErglWxbarkWt,N,v.,2.0
45658,vergleichsweise,fErglWxsvWz@,ADV,,
45659,Vergleichung,fErglWxUN,N,v.,2.0
45660,vergletschern,fErglEtS@rn,V,,
45661,Vergletscherung,fErglEtS@rUN,N,v.,2.0
45662,verglimmen,fErglIm@n,V,,
45663,vergluehen,fErgly@n,V,,
45664,vergnuegen,fErgnyg@n,V,,
45665,Vergnuegen,fErgnyg@n,N,o.,3.0
45666,vergnuegenshalber,fErgnyg@nsh&lb@r,ADV,,
45667,vergnueglich,fErgnyklIx,A,,
45668,vergnuegt,fErgnykt,A,,
45669,Vergnuegung,fErgnygUN,N,v.,2.0
45670,Vergnuegungssteuer,fErgnygUNsStX@r,N,v.,2.0
45671,Vergnuegungssucht,fErgnygUNszUxt,N,v.,2.0
45672,vergnuegungssuechtig,fErgnygUNszYxtIx,A,,
45673,vergolden,fErgOld@n,V,,
45674,vergoennen,fErg/n@n,V,,
45675,vergotten,fErgOt@n,V,,
45676,vergoettern,fErg/t@rn,V,,
45677,Vergoetterung,fErg/t@rUN,N,v.,2.0
45678,Vergottung,fErgOtUN,N,v.,2.0
45679,vergraben,fErgrab@n,V,,
45680,vergraemen,fErgr)m@n,V,,
45681,vergraulen,fErgrBl@n,V,,
45682,vergreifen,fErgrWf@n,V,,
45683,vergreisen,fErgrWz@n,V,,
45684,Vergreisung,fErgrWzUN,N,v.,2.0
45685,vergriffen,fErgrIf@n,A,,
45686,vergroessern,fErgr|s@rn,V,,
45687,Vergroesserer,fErgr|s@r@r,N,m.,1.0
45688,Vergroesserung,fErgr|s@rUN,N,v.,2.0
45689,verguenstigen,fErgYnstIg@n,V,,
45690,Verguenstigung,fErgYnstIgUN,N,v.,2.0
45691,vergueten,fErgyt@n,V,,
45692,Verguetung,fErgytUN,N,v.,2.0
45693,verhaften,fErh&ft@n,V,,
45694,Verhaftung,fErh&ftUN,N,v.,2.0
45695,Verhaftungsbefehl,fErh&ftUNsb@fel,N,m.,1.0
45696,verhaken,fErhak@n,V,,
45697,verhallen,fErh&l@n,V,,
45698,verhalten,fErh<@n,V,,
45699,Verhalt,fErh<,N,m.,1.0
45700,Verhalten,fErh<@n,N,o.,3.0
45701,Verhaltenheit,fErh<@nhWt,N,v.,2.0
45702,Verhaltensforschung,fErh<@nsfOrSUN,N,v.,2.0
45703,Verhaltensmuster,fErh<@nsmUst@r,N,m.,1.0
45704,Verhaltensweise,fErh<@nsvWz@,N,v.,2.0
45705,Verhaeltnis,fErhEltnIs,N,o.,3.0
45706,verhaeltnismaessig,fErhEltnIsm)sIx,A,,
45707,Verhaeltnismaessigkeit,fErhEltnIsm)sIxkWt,N,v.,2.0
45708,Verhaltung,fErh<UN,N,v.,2.0
45709,Verhaltungsmassregel,fErh<UNsmasreg@l,N,v.,2.0
45710,verhandeln,fErh&nd@ln,V,,
45711,Verhandlung,fErh&ndlUN,N,v.,2.0
45712,verhandlungsbereit,fErh&ndlUNsb@rWt,A,,
45713,Verhandlungsbereitschaft,fErh&ndlUNsb@rWtS&ft,N,v.,2.0
45714,Verhandlungspartner,fErh&ndlUNsp&rtn@r,N,m.,1.0
45715,verhaengen,fErhEN@n,V,,
45716,verhangen,fErh&N@n,A,,
45717,Verhaengnis,fErhENnIs,N,o.,3.0
45718,verhaengnisvoll,fErhENnIsfOl,A,,
45719,Verhaengung,fErhENUN,N,v.,2.0
45720,verharmlosen,fErh&rmloz@n,V,,
45721,verhaermt,fErhErmt,A,,
45722,verharren,fErh&r@n,V,,
45723,verhaerten,fErhErt@n,V,,
45724,Verhaertung,fErhErtUN,N,v.,2.0
45725,verhaspeln,fErh&sp@ln,V,,
45726,verhasst,fErh&st,A,,
45727,verhaetscheln,fErhEtS@ln,V,,
45728,Verhaetschelung,fErhEtS@lUN,N,v.,2.0
45729,verhauen,fErhB@n,V,,
45730,Verhau,fErhB,N,m.,1.0
45731,verheben,fErheb@n,V,,
45732,verheddern,fErhEd@rn,V,,
45733,verheeren,fErher@n,V,,
45734,verheerend,fErher@nt,A,,
45735,Verheerung,fErherUN,N,v.,2.0
45736,verhehlen,fErhel@n,V,,
45737,verheilen,fErhWl@n,V,,
45738,verheimlichen,fErhWmlIx@n,V,,
45739,Verheimlichung,fErhWmlIxUN,N,v.,2.0
45740,verheiraten,fErhWrat@n,V,,
45741,Verheiratung,fErhWratUN,N,v.,2.0
45742,verheissen,fErhWs@n,V,,
45743,Verheissung,fErhWsUN,N,v.,2.0
45744,verheissungsvoll,fErhWsUNsfOl,A,,
45745,verheizen,fErhW=@n,V,,
45746,verhelfen,fErhElf@n,V,,
45747,verherrlichen,fErhErlIx@n,V,,
45748,Verherrlichung,fErhErlIxUN,N,v.,2.0
45749,verhetzen,fErhE=@n,V,,
45750,verheult,fErhXlt,A,,
45751,verhexen,fErhEks@n,V,,
45752,verhindern,fErhInd@rn,V,,
45753,Verhinderung,fErhInd@rUN,N,v.,2.0
45754,verhochdeutschen,fErhoxdXtS@n,V,,
45755,verhoffen,fErhOf@n,V,,
45756,verhohlen,fErhol@n,A,,
45757,verhoehnen,fErh|n@n,V,,
45758,Verhoehnung,fErh|nUN,N,v.,2.0
45759,verholzen,fErhOl=@n,V,,
45760,verhoeren,fErh|r@n,V,,
45761,Verhoer,fErh|r,N,o.,3.0
45762,verhuellen,fErhYl@n,V,,
45763,verhuellt,fErhYlt,A,,
45764,Verhuellung,fErhYlUN,N,v.,2.0
45765,verhungern,fErhUN@rn,V,,
45766,verhueten,fErhyt@n,V,,
45767,Verhuetung,fErhytUN,N,v.,2.0
45768,Verhuetungsmittel,fErhytUNsmIt@l,N,o.,3.0
45769,Verifikation,verifik&=ion,N,v.,2.0
45770,verifizieren,verifi=ir@n,V,,
45771,verifizierbar,verifi=irbar,A,,
45772,Verifizierung,verifi=irUN,N,v.,2.0
45773,verinnerlichen,fErInn@rlIx@n,V,,
45774,Verinnerlichung,fErInn@rlIxUN,N,v.,2.0
45775,verirren,fErIr@n,V,,
45776,Verirrung,fErIrUN,N,v.,2.0
45777,Verismus,verIsmUs,N,m.,1.0
45778,veritabel,veritab@l,A,,
45779,verjagen,fErjag@n,V,,
45780,verjaehren,fErj)r@n,V,,
45781,Verjaehrung,fErj)rUN,N,v.,2.0
45782,Verjaehrungsfrist,fErj)rUNsfrIst,N,v.,2.0
45783,verjubeln,fErjub@ln,V,,
45784,verjuengen,fErjUN@n,V,,
45785,Verjuengung,fErjUNUN,N,v.,2.0
45786,Verjuengungskur,fErjUNUNskur,N,v.,2.0
45787,verkalken,fErk&lk@n,V,,
45788,verkalkulieren,fErk&lkulir@n,V,,
45789,Verkalkung,fErk&lkUN,N,v.,2.0
45790,verkanten,fErk&nt@n,V,,
45791,verkappen,fErk&p@n,V,,
45792,verkapseln,fErk&ps@ln,V,,
45793,Verkapselung,fErk&ps@lUN,N,v.,2.0
45794,verkarten,fErk&rt@n,V,,
45795,verkaesen,fErk)z@n,V,,
45796,Verkaesung,fErk)zUN,N,v.,2.0
45797,verkaufen,fErkBf@n,V,,
45798,Verkauf,fErkBf,N,m.,1.0
45799,Verkaeufer,fErkXf@r,N,m.,1.0
45800,Verkaeuferin,fErkXf@rIn,N,v.,2.0
45801,verkaeuflich,fErkXflIx,A,,
45802,Verkaeuflichkeit,fErkXflIxkWt,N,v.,2.0
45803,Verkaufsabteilung,fErkBfs&ptWlUN,N,v.,2.0
45804,verkaufsoffen,fErkBfsOf@n,A,,
45805,Verkaufspreis,fErkBfsprWs,N,m.,1.0
45806,verkehren,fErker@n,V,,
45807,Verkehr,fErker,N,m.,1.0
45808,Verkehrsampel,fErkers&mp@l,N,v.,2.0
45809,Verkehrschaos,fErkerskaOs,N,o.,3.0
45810,Verkehrsdelikt,fErkersdelIkt,N,m.,1.0
45811,Verkehrserziehung,fErkersEr=iUN,N,v.,2.0
45812,verkehrsfrei,fErkersfrW,A,,
45813,verkehrsguenstig,fErkersgYnstIx,A,,
45814,Verkehrshindernis,fErkershInd@rnIs,N,o.,3.0
45815,Verkehrsinsel,fErkersInz@l,N,v.,2.0
45816,Verkehrsordnung,fErkersOrtnUN,N,v.,2.0
45817,Verkehrspolizei,fErkerspoli=W,N,v.,2.0
45818,verkehrsreich,fErkersrWx,A,,
45819,verkehrssicher,fErkerszIx@r,A,,
45820,Verkehrssicherheit,fErkerszIx@rhWt,N,v.,2.0
45821,Verkehrsstau,fErkersStB,N,m.,1.0
45822,Verkehrsstrasse,fErkersStras@,N,v.,2.0
45823,Verkehrsunfall,fErkersUnf&l,N,m.,1.0
45824,verkehrswidrig,fErkersvidrIx,A,,
45825,Verkehrszeichen,fErkers=Wx@n,N,o.,3.0
45826,verkehrt,fErkert,A,,
45827,Verkehrtheit,fErkerthWt,N,v.,2.0
45828,Verkehrung,fErkerUN,N,v.,2.0
45829,verkeilen,fErkWl@n,V,,
45830,verkennen,fErkEn@n,V,,
45831,Verkennung,fErkEnUN,N,v.,2.0
45832,verketten,fErkEt@n,V,,
45833,Verkettung,fErkEtUN,N,v.,2.0
45834,verketzern,fErkE=@rn,V,,
45835,verkieseln,fErkiz@ln,V,,
45836,Verkieselung,fErkiz@lUN,N,v.,2.0
45837,verkitschen,fErkItS@n,V,,
